"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
13.5,0,-90,-4.49001006485139
13.5,0,-89,-4.31610317501039
13.5,0,-88,-4.14232487304881
13.5,0,-87,-3.96869887837386
13.5,0,-86,-3.79525104406326
13.5,0,-85,-3.62200913233486
13.5,0,-84,-3.44900261440464
13.5,0,-83,-3.27626249376703
13.5,0,-82,-3.10382115164742
13.5,0,-81,-2.93171221315709
13.5,0,-80,-2.75997043251997
13.5,0,-79,-2.58863159563291
13.5,0,-78,-2.41773243816215
13.5,0,-77,-2.24731057735998
13.5,0,-76,-2.07740445580471
13.5,0,-75,-1.90805329531527
13.5,0,-74,-1.73929705936596
13.5,0,-73,-1.571176422421
13.5,0,-72,-1.4037327447184
13.5,0,-71,-1.23700805115389
13.5,0,-70,-1.0710450130449
13.5,0,-69,-0.905886931687801
13.5,0,-68,-0.741577722756849
13.5,0,-67,-0.578161900727048
13.5,0,-66,-0.415684562634189
13.5,0,-65,-0.254191370611162
13.5,0,-64,-0.0937285327590042
13.5,0,-63,0.065657217976745
13.5,0,-62,0.223918647150718
13.5,0,-61,0.381008044515318
13.5,0,-60,0.536877252118908
13.5,0,-59,0.691477694777537
13.5,0,-58,0.844760412828598
13.5,0,-57,0.996676097020223
13.5,0,-56,1.14717512534533
13.5,0,-55,1.29620760159377
13.5,0,-54,1.44372339536954
13.5,0,-53,1.58967218330193
13.5,0,-52,1.73400349116958
13.5,0,-51,1.87666673665322
13.5,0,-50,2.01761127243672
13.5,0,-49,2.15678642938563
13.5,0,-48,2.29414155954666
13.5,0,-47,2.4296260787308
13.5,0,-46,2.5631895084649
13.5,0,-45,2.69478151712219
13.5,0,-44,2.82435196006928
13.5,0,-43,2.95185091869646
13.5,0,-42,3.07722873822745
13.5,0,-41,3.2004360642347
13.5,0,-40,3.32142387781606
13.5,0,-39,3.44014352941678
13.5,0,-38,3.55654677130845
13.5,0,-37,3.67058578876196
13.5,0,-36,3.78221322997479
13.5,0,-35,3.89138223483454
13.5,0,-34,3.99804646261865
13.5,0,-33,4.10216011874672
13.5,0,-32,4.20367798071439
13.5,0,-31,4.30255542334817
13.5,0,-30,4.39874844352783
13.5,0,-29,4.49221368452733
13.5,0,-28,4.58290846012686
13.5,0,-27,4.6707907786476
13.5,0,-26,4.75581936705714
13.5,0,-25,4.83795369528752
13.5,0,-24,4.91715400089977
13.5,0,-23,4.99338131421873
13.5,0,-22,5.06659748404994
13.5,0,-21,5.13676520407731
13.5,0,-20,5.20384804002522
13.5,0,-19,5.26781045765351
13.5,0,-18,5.32861785163693
13.5,0,-17,5.38623657536382
13.5,0,-16,5.44063397167131
13.5,0,-15,5.49177840451694
13.5,0,-14,5.53963929156894
13.5,0,-13,5.58418713768068
13.5,0,-12,5.62539356919755
13.5,0,-11,5.66323136902907
13.5,0,-10,5.69767451240294
13.5,0,-9,5.72869820320408
13.5,0,-8,5.75627891078741
13.5,0,-7,5.78039440714127
13.5,0,-6,5.80102380426663
13.5,0,-5,5.81814759162731
13.5,0,-4,5.83174767351756
13.5,0,-3,5.8418074061852
13.5,0,-2,5.8483116345427
13.5,0,-1,5.85124672829285
13.5,0,0,5.8506006172919
13.5,0,1,5.8463628259703
13.5,0,2,5.83852450662942
13.5,0,3,5.82707847143248
13.5,0,4,5.81201922290837
13.5,0,5,5.79334298278906
13.5,0,6,5.77104771900413
13.5,0,7,5.74513317066
13.5,0,8,5.7156008708364
13.5,0,9,5.68245416703883
13.5,0,10,5.64569823915275
13.5,0,11,5.60534011475366
13.5,0,12,5.56138868163618
13.5,0,13,5.51385469743583
13.5,0,14,5.46275079622862
13.5,0,15,5.40809149200608
13.5,0,16,5.34989317893709
13.5,0,17,5.28817412834304
13.5,0,18,5.22295448232875
13.5,0,19,5.15425624402916
13.5,0,20,5.08210326445035
13.5,0,21,5.00652122590351
13.5,0,22,4.92753762205126
13.5,0,23,4.8451817346084
13.5,0,24,4.7594846067621
13.5,0,25,4.67047901340125
13.5,0,26,4.57819942826989
13.5,0,27,4.48268198818546
13.5,0,28,4.38396445448946
13.5,0,29,4.28208617192491
13.5,0,30,4.17708802516196
13.5,0,31,4.06901239322015
13.5,0,32,3.95790310206213
13.5,0,33,3.8438053756594
13.5,0,34,3.72676578585539
13.5,0,35,3.60683220137447
13.5,0,36,3.48405373634703
13.5,0,37,3.35848069874038
13.5,0,38,3.2301645391022
13.5,0,39,3.09915780003814
13.5,0,40,2.96551406685644
13.5,0,41,2.82928791982116
13.5,0,42,2.69053488846068
13.5,0,43,2.54931140838015
13.5,0,44,2.40567478102456
13.5,0,45,2.25968313683441
13.5,0,46,2.11139540222701
13.5,0,47,1.96087127082519
13.5,0,48,1.80817117934018
13.5,0,49,1.65335628849806
13.5,0,50,1.49648846937952
13.5,0,51,1.33763029552078
13.5,0,52,1.17684504110028
13.5,0,53,1.01419668551157
13.5,0,54,0.849749924597826
13.5,0,55,0.683570188798563
13.5,0,56,0.515723668434982
13.5,0,57,0.346277346336479
13.5,0,58,0.175299037989087
13.5,0,59,0.00285743936593542
13.5,0,60,-0.170977817418608
13.5,0,61,-0.34613610050588
13.5,0,62,-0.522545706630007
13.5,0,63,-0.700133781296551
13.5,0,64,-0.878826230714717
13.5,0,65,-1.05854762540438
13.5,0,66,-1.23922109540831
13.5,0,67,-1.42076821704879
13.5,0,68,-1.60310889117886
13.5,0,69,-1.78616121289177
13.5,0,70,-1.96984133267061
13.5,0,71,-2.15406330898497
13.5,0,72,-2.33873895237509
13.5,0,73,-2.52377766110963
13.5,0,74,-2.70908624856297
13.5,0,75,-2.89456876253647
13.5,0,76,-3.0801262968474
13.5,0,77,-3.26565679563586
13.5,0,78,-3.45105485099565
13.5,0,79,-3.63621149472723
13.5,0,80,-3.82101398524238
13.5,0,81,-4.00534559092795
13.5,0,82,-4.18908537160431
13.5,0,83,-4.37210796009814
13.5,0,84,-4.55428334639377
13.5,0,85,-4.73547666733595
13.5,0,86,-4.91554800543283
13.5,0,87,-5.0943522009509
13.5,0,88,-5.27173868220347
13.5,0,89,-5.44755131970537
13.5,0,90,-5.62162831069108
13.5,0,91,-5.79380210135746
13.5,0,92,-5.96389935507745
13.5,0,93,-6.13174097571008
13.5,0,94,-6.29714219597321
13.5,0,95,-6.45991274160478
13.5,0,96,-6.61985708266593
13.5,0,97,-6.77677478377632
13.5,0,98,-6.93046096524838
13.5,0,99,-7.08070688693122
13.5,0,100,-7.22730066600572
13.5,0,101,-7.3700281389118
13.5,0,102,-7.50867387596163
13.5,0,103,-7.64302235493414
13.5,0,104,-7.77285929700964
13.5,0,105,-7.89797316476784
13.5,0,106,-8.01815681765177
13.5,0,107,-8.13320931534918
13.5,0,108,-8.24293785406813
13.5,0,109,-8.34715981484275
13.5,0,110,-8.44570489701284
13.5,0,111,-8.53841730414045
13.5,0,112,-8.62515794416501
13.5,0,113,-8.70580660088817
13.5,0,114,-8.78026403025954
13.5,0,115,-8.84845393272645
13.5,0,116,-8.91032475238833
13.5,0,117,-8.96585125506212
13.5,0,118,-9.01503584072022
13.5,0,119,-9.05790955109391
13.5,0,120,-9.0945327404013
13.5,0,121,-9.12499538589213
13.5,0,122,-9.14941702482389
13.5,0,123,-9.16794631512442
13.5,0,124,-9.18076022783347
13.5,0,125,-9.18806288990892
13.5,0,126,-9.19008410561726
13.5,0,127,-9.18707759305243
13.5,0,128,-9.17931897898316
13.5,0,129,-9.16710359997981
13.5,0,130,-9.1507441605022
13.5,0,131,-9.13056829935693
13.5,0,132,-9.10691611478313
13.5,0,133,-9.08013769562291
13.5,0,134,-9.05059070186887
13.5,0,135,-9.01863803268644
13.5,0,136,-8.98464561413077
13.5,0,137,-8.94898033254753
13.5,0,138,-8.91200813337098
13.5,0,139,-8.8740922989664
13.5,0,140,-8.83559191351693
13.5,0,141,-8.7968605178753
13.5,0,142,-8.75824495288699
13.5,0,143,-8.72008438599176
13.5,0,144,-8.68270951292939
13.5,0,145,-8.64644192408864
13.5,0,146,-8.61159362339144
13.5,0,147,-8.57846668652999
13.5,0,148,-8.54735304479283
13.5,0,149,-8.51853438054601
13.5,0,150,-8.49228212059468
13.5,0,151,-8.46885751406179
13.5,0,152,-8.44851178201487
13.5,0,153,-8.43148632678394
13.5,0,154,-8.41801298969227
13.5,0,155,-8.40831434671853
13.5,0,156,-8.40260403238745
13.5,0,157,-8.40108708291412
13.5,0,158,-8.40396029028022
13.5,0,159,-8.41141255947688
13.5,0,160,-8.42362526159279
13.5,0,161,-8.44077257574246
13.5,0,162,-8.46302181300491
13.5,0,163,-8.49053371556536
13.5,0,164,-8.52346272410763
13.5,0,165,-8.56195720617857
13.5,0,166,-8.60615963772029
13.5,0,167,-8.65620672922101
13.5,0,168,-8.71222948694555
13.5,0,169,-8.77435319844413
13.5,0,170,-8.84269732996611
13.5,0,171,-8.91737532148499
13.5,0,172,-8.99849426272305
13.5,0,173,-9.08615443079546
13.5,0,174,-9.18044866681447
13.5,0,175,-9.28146156493777
13.5,0,176,-9.38926844284459
13.5,0,177,-9.50393405741073
13.5,0,178,-9.62551102337034
13.5,0,179,-9.7540378859571
13.5,0,180,-9.88953679090412
