"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
12.5,-180,144,1.34534114591611
12.5,-180,145,1.41068027447387
12.5,-180,146,1.47368609126532
12.5,-180,147,1.5341078779133
12.5,-180,148,1.5917061565569
12.5,-180,149,1.64625219100619
12.5,-180,150,1.69752746975797
12.5,-180,151,1.74532317862044
12.5,-180,152,1.78943966939212
12.5,-180,153,1.82968592988722
12.5,-180,154,1.865879059591
12.5,-180,155,1.89784375435731
12.5,-180,156,1.92541180281543
12.5,-180,157,1.94842159652646
12.5,-180,158,1.96671765540802
12.5,-180,159,1.98015016952209
12.5,-180,160,1.98857455798469
12.5,-180,161,1.99185104549952
12.5,-180,162,1.98984425683546
12.5,-180,163,1.98242282945418
12.5,-180,164,1.96945904444565
12.5,-180,165,1.9508284759455
12.5,-180,166,1.92640965928773
12.5,-180,167,1.89608377829224
12.5,-180,168,1.85973437230264
12.5,-180,169,1.81724706388284
12.5,-180,170,1.76850930845796
12.5,-180,171,1.71341016766054
12.5,-180,172,1.65184010872925
12.5,-180,173,1.5836908330246
12.5,-180,174,1.50885513759707
12.5,-180,175,1.42722681479713
12.5,-180,176,1.33870059618793
12.5,-180,177,1.24317214855458
12.5,-180,178,1.14053813164971
12.5,-180,179,1.03069632953814
12.5,-180,180,0.913545870080374
12.5,0,-180,0.913545870080371
12.5,0,-179,1.03069632953814
12.5,0,-178,1.14053813164972
12.5,0,-177,1.24317214855458
12.5,0,-176,1.33870059618793
12.5,0,-175,1.42722681479713
12.5,0,-174,1.50885513759707
12.5,0,-173,1.5836908330246
12.5,0,-172,1.65184010872925
12.5,0,-171,1.71341016766054
12.5,0,-170,1.76850930845796
12.5,0,-169,1.81724706388284
12.5,0,-168,1.85973437230263
12.5,0,-167,1.89608377829224
12.5,0,-166,1.92640965928774
12.5,0,-165,1.9508284759455
12.5,0,-164,1.96945904444564
12.5,0,-163,1.98242282945418
12.5,0,-162,1.98984425683546
12.5,0,-161,1.99185104549952
12.5,0,-160,1.98857455798469
12.5,0,-159,1.98015016952209
12.5,0,-158,1.96671765540801
12.5,0,-157,1.94842159652646
12.5,0,-156,1.92541180281543
12.5,0,-155,1.89784375435731
12.5,0,-154,1.86587905959101
12.5,0,-153,1.82968592988722
12.5,0,-152,1.78943966939212
12.5,0,-151,1.74532317862044
12.5,0,-150,1.69752746975797
12.5,0,-149,1.64625219100619
12.5,0,-148,1.5917061565569
12.5,0,-147,1.5341078779133
12.5,0,-146,1.47368609126532
12.5,0,-145,1.41068027447387
12.5,0,-144,1.34534114591611
12.5,0,-143,1.27793113599119
12.5,0,-142,1.20872482048983
12.5,0,-141,1.13800930330458
12.5,0,-140,1.06608453412845
12.5,0,-139,0.993263544894537
12.5,0,-138,0.919872586806156
12.5,0,-137,0.846251147970093
12.5,0,-136,0.772751829972425
12.5,0,-135,0.69974006034674
12.5,0,-134,0.627593616923523
12.5,0,-133,0.556701939682729
12.5,0,-132,0.487465206143622
12.5,0,-131,0.420293147713359
12.5,0,-130,0.355603586972985
12.5,0,-129,0.293820679789212
12.5,0,-128,0.235372851548297
12.5,0,-127,0.180690423807143
12.5,0,-126,0.130202936255728
12.5,0,-125,0.0843361789897154
12.5,0,-124,0.0435089614795171
12.5,0,-123,0.00812965692654712
12.5,0,-122,-0.0214074265943999
12.5,0,-121,-0.0447257843493143
12.5,0,-120,-0.0614704872142777
12.5,0,-119,-0.0713119031019707
12.5,0,-118,-0.0739492757365579
12.5,0,-117,-0.069114065510068
12.5,0,-116,-0.0565729577634023
12.5,0,-115,-0.0361304488949961
12.5,0,-114,-0.00763093029837917
12.5,0,-113,0.0290397959856201
12.5,0,-112,0.0739536184364059
12.5,0,-111,0.127139862206075
12.5,0,-110,0.188585686412938
12.5,0,-109,0.258237116379101
12.5,0,-108,0.336000673246557
12.5,0,-107,0.421745544259613
12.5,0,-106,0.51530622111794
12.5,0,-105,0.616485521942759
12.5,0,-104,0.725057904985038
12.5,0,-103,0.840772979321909
12.5,0,-102,0.963359119197753
12.5,0,-101,1.09252709386323
12.5,0,-100,1.22797363305132
12.5,0,-99,1.36938485878997
12.5,0,-98,1.5164395262441
12.5,0,-97,1.66881202889778
12.5,0,-96,1.82617513591654
12.5,0,-95,1.98820244138338
12.5,0,-94,2.1545705158381
12.5,0,-93,2.32496075987571
12.5,0,-92,2.49906096731649
12.5,0,-91,2.67656661160932
12.5,0,-90,2.85718187372462
12.5,0,-89,3.04062043295417
12.5,0,-88,3.22660604393252
12.5,0,-87,3.41487292401645
12.5,0,-86,3.6051659751053
12.5,0,-85,3.79724086324731
12.5,0,-84,3.99086397813162
12.5,0,-83,4.18581229297082
12.5,0,-82,4.38187314346511
12.5,0,-81,4.5788439426188
12.5,0,-80,4.77653184623682
12.5,0,-79,4.97475338203059
12.5,0,-78,5.17333405345587
12.5,0,-77,5.37210792772267
12.5,0,-76,5.5709172158778
12.5,0,-75,5.769611851475
12.5,0,-74,5.96804907311686
12.5,0,-73,6.16609301507377
12.5,0,-72,6.36361430925068
12.5,0,-71,6.56048970097178
12.5,0,-70,6.75660168037555
12.5,0,-69,6.95183813064518
12.5,0,-68,7.14609199383001
12.5,0,-67,7.33926095463079
12.5,0,-66,7.53124714221277
12.5,0,-65,7.72195684986717
12.5,0,-64,7.91130027215266
12.5,0,-63,8.0991912590051
12.5,0,-62,8.28554708620031
12.5,0,-61,8.47028824148218
12.5,0,-60,8.65333822562201
12.5,0,-59,8.83462336765048
12.5,0,-58,9.01407265349467
12.5,0,-57,9.19161756725751
12.5,0,-56,9.36719194439157
12.5,0,-55,9.54073183604092
12.5,0,-54,9.71217538385226
12.5,0,-53,9.88146270458686
12.5,0,-52,10.048535783898
12.5,0,-51,10.2133383786725
12.5,0,-50,10.3758159273683
12.5,0,-49,10.5359154678153
12.5,0,-48,10.6935855619765
12.5,0,-47,10.848776227202
12.5,0,-46,11.0014388735342
12.5,0,-45,11.1515262466541
12.5,0,-44,11.2989923760847
12.5,0,-43,11.4437925282927
12.5,0,-42,11.5858831643536
12.5,0,-41,11.7252219018696
12.5,0,-40,11.8617674808492
12.5,0,-39,11.9954797332776
12.5,0,-38,12.1263195561298
12.5,0,-37,12.2542488875899
12.5,0,-36,12.3792306862656
12.5,0,-35,12.5012289131949
12.5,0,-34,12.6202085164655
12.5,0,-33,12.7361354182749
12.5,0,-32,12.8489765042792
12.5,0,-31,12.9586996150873
12.5,0,-30,13.0652735397715
12.5,0,-29,13.168668011276
12.5,0,-28,13.2688537036149
12.5,0,-27,13.3658022307595
12.5,0,-26,13.4594861471257
12.5,0,-25,13.5498789495741
12.5,0,-24,13.6369550808462
12.5,0,-23,13.7206899343604
12.5,0,-22,13.8010598602982
12.5,0,-21,13.8780421729097
12.5,0,-20,13.9516151589716
12.5,0,-19,14.0217580873282
12.5,0,-18,14.0884512194468
12.5,0,-17,14.1516758209161
12.5,0,-16,14.2114141738121
12.5,0,-15,14.267649589856
12.5,0,-14,14.3203664242803
12.5,0,-13,14.3695500903191
12.5,0,-12,14.4151870742305
12.5,0,-11,14.4572649507568
12.5,0,-10,14.4957723989227
12.5,0,-9,14.5306992180671
12.5,0,-8,14.5620363439997
12.5,0,-7,14.5897758651722
12.5,0,-6,14.6139110387464
12.5,0,-5,14.6344363064445
12.5,0,-4,14.6513473100606
12.5,0,-3,14.6646409065131
12.5,0,-2,14.674315182319
12.5,0,-1,14.6803694673686
12.5,0,0,14.6828043478825
12.5,0,1,14.6816216784355
12.5,0,2,14.6768245929321
12.5,0,3,14.6684175144254
12.5,0,4,14.6564061636727
12.5,0,5,14.640797566327
12.5,0,6,14.6216000586696
12.5,0,7,14.5988232917936
12.5,0,8,14.5724782341542
12.5,0,9,14.5425771724105
12.5,0,10,14.5091337104871
12.5,0,11,14.472162766793
12.5,0,12,14.4316805695426
12.5,0,13,14.3877046501293
12.5,0,14,14.3402538345127
12.5,0,15,14.2893482325841
12.5,0,16,14.2350092254884
12.5,0,17,14.1772594508826
12.5,0,18,14.116122786124
12.5,0,19,14.0516243293886
12.5,0,20,13.9837903787267
12.5,0,21,13.9126484090756
12.5,0,22,13.8382270472545
12.5,0,23,13.7605560449811
12.5,0,24,13.6796662499542
12.5,0,25,13.5955895750611
12.5,0,26,13.5083589657771
12.5,0,27,13.4180083658361
12.5,0,28,13.3245726812613
12.5,0,29,13.2280877428588
12.5,0,30,13.1285902672852
12.5,0,31,13.0261178168137
12.5,0,32,12.9207087579348
12.5,0,33,12.8124022189377
12.5,0,34,12.7012380466293
12.5,0,35,12.5872567623598
12.5,0,36,12.4704995175311
12.5,0,37,12.3510080487741
12.5,0,38,12.2288246329906
12.5,0,39,12.1039920424583
12.5,0,40,11.9765535002067
12.5,0,41,11.8465526358736
12.5,0,42,11.7140334422546
12.5,0,43,11.5790402327588
12.5,0,44,11.4416175999826
12.5,0,45,11.3018103756101
12.5,0,46,11.1596635918435
12.5,0,47,11.0152224445588
12.5,0,48,10.8685322583731
12.5,0,49,10.7196384537965
12.5,0,50,10.5685865166275
12.5,0,51,10.4154219697339
12.5,0,52,10.2601903473401
12.5,0,53,10.1029371719208
12.5,0,54,9.9437079337723
12.5,0,55,9.78254807330932
12.5,0,56,9.61950296609701
12.5,0,57,9.45461791059788
12.5,0,58,9.28793811857139
12.5,0,59,9.1195087080221
12.5,0,60,8.94937469854489
12.5,0,61,8.77758100886393
12.5,0,62,8.6041724563051
12.5,0,63,8.42919375787961
12.5,0,64,8.25268953258793
12.5,0,65,8.07470430447975
12.5,0,66,7.89528250592408
12.5,0,67,7.71446848045672
12.5,0,68,7.53230648447776
12.5,0,69,7.34884068697028
12.5,0,70,7.16411516630376
12.5,0,71,6.97817390307104
12.5,0,72,6.79106076778823
12.5,0,73,6.60281950216271
12.5,0,74,6.41349369250733
12.5,0,75,6.22312673375166
12.5,0,76,6.03176178237537
12.5,0,77,5.83944169646874
12.5,0,78,5.64620896101463
12.5,0,79,5.45210559638983
12.5,0,80,5.25717304800728
12.5,0,81,5.06145205497062
12.5,0,82,4.86498249559653
12.5,0,83,4.6678032076859
12.5,0,84,4.46995178150157
12.5,0,85,4.27146432354735
12.5,0,86,4.07237518945013
12.5,0,87,3.87271668453467
12.5,0,88,3.67251873105958
12.5,0,89,3.47180850156246
12.5,0,90,3.27061001835309
12.5,0,91,3.06894371990365
12.5,0,92,2.86682599572285
12.5,0,93,2.66426869227359
12.5,0,94,2.46127859360585
12.5,0,95,2.25785688163372
12.5,0,96,2.0539985823901
12.5,0,97,1.84969200614828
12.5,0,98,1.6449181910103
12.5,0,99,1.43965036143265
12.5,0,100,1.23385341519999
12.5,0,101,1.0274834545815
12.5,0,102,0.820487379836232
12.5,0,103,0.612802565906717
12.5,0,104,0.404356646106142
12.5,0,105,0.195067429930905
12.5,0,106,-0.0151570140882796
12.5,0,107,-0.226418075227118
12.5,0,108,-0.438826076746469
12.5,0,109,-0.652499465054339
12.5,0,110,-0.867563658353843
12.5,0,111,-1.08414949273237
12.5,0,112,-1.30239119340045
12.5,0,113,-1.52242378652599
12.5,0,114,-1.74437985251448
12.5,0,115,-1.96838550437891
12.5,0,116,-2.19455545484059
12.5,0,117,-2.42298701301525
12.5,0,118,-2.65375282631493
12.5,0,119,-2.88689215644493
12.5,0,120,-3.1224004518879
12.5,0,121,-3.36021695617664
12.5,0,122,-3.60021007667769
12.5,0,123,-3.84216024047583
12.5,0,124,-4.08573999408586
12.5,0,125,-4.33049117904899
12.5,0,126,-4.5757991592048
12.5,0,127,-4.82086431779282
12.5,0,128,-5.06467142019548
12.5,0,129,-5.30595799095773
12.5,0,130,-5.54318361674404
12.5,0,131,-5.77450307485478
12.5,0,132,-5.99774736877283
12.5,0,133,-6.21041801517576
12.5,0,134,-6.40970103500243
12.5,0,135,-6.59250766399093
12.5,0,136,-6.75554827900569
12.5,0,137,-6.89544384304543
12.5,0,138,-7.0088748640657
12.5,0,139,-7.09276147095283
12.5,0,140,-7.14446056246143
12.5,0,141,-7.1619588384183
12.5,0,142,-7.14403625747364
12.5,0,143,-7.09037526245798
12.5,0,144,-7.00159786955903
12.5,0,145,-6.87922428923568
12.5,0,146,-6.72556010602103
12.5,0,147,-6.54353042073217
12.5,0,148,-6.33648580291784
12.5,0,149,-6.10800538735353
12.5,0,150,-5.86171796681648
12.5,0,151,-5.60115470273443
12.5,0,152,-5.32963945924285
12.5,0,153,-5.05021647451628
12.5,0,154,-4.76561089512595
12.5,0,155,-4.47821561061541
12.5,0,156,-4.19009738090784
12.5,0,157,-3.90301585499583
12.5,0,158,-3.61845020547755
12.5,0,159,-3.33762936798421
12.5,0,160,-3.06156304905765
12.5,0,161,-2.79107164322659
12.5,0,162,-2.52681395211271
12.5,0,163,-2.26931214171275
12.5,0,164,-2.01897374413327
12.5,0,165,-1.77611074681451
12.5,0,166,-1.54095595201602
12.5,0,167,-1.31367686186813
12.5,0,168,-1.09438737245237
12.5,0,169,-0.883157560769884
12.5,0,170,-0.680021832670676
12.5,0,171,-0.484985675618549
12.5,0,172,-0.298031232561669
12.5,0,173,-0.119121885241701
12.5,0,174,0.0517939912255335
12.5,0,175,0.214779964814373
12.5,0,176,0.369909057840538
12.5,0,177,0.517261735397841
12.5,0,178,0.656924289404751
12.5,0,179,0.788987550317983
12.5,0,180,0.913545870080371
12.5,180,-180,0.913545870080374
12.5,180,-179,0.788987550317983
12.5,180,-178,0.656924289404751
12.5,180,-177,0.517261735397841
12.5,180,-176,0.369909057840537
12.5,180,-175,0.214779964814374
12.5,180,-174,0.0517939912255335
12.5,180,-173,-0.119121885241697
12.5,180,-172,-0.298031232561669
12.5,180,-171,-0.484985675618547
12.5,180,-170,-0.680021832670676
12.5,180,-169,-0.883157560769886
12.5,180,-168,-1.09438737245236
12.5,180,-167,-1.31367686186813
12.5,180,-166,-1.54095595201602
12.5,180,-165,-1.77611074681451
12.5,180,-164,-2.01897374413327
12.5,180,-163,-2.26931214171275
12.5,180,-162,-2.52681395211271
12.5,180,-161,-2.79107164322659
12.5,180,-160,-3.06156304905765
12.5,180,-159,-3.33762936798421
12.5,180,-158,-3.61845020547755
12.5,180,-157,-3.90301585499583
12.5,180,-156,-4.19009738090784
12.5,180,-155,-4.47821561061541
12.5,180,-154,-4.76561089512596
12.5,180,-153,-5.05021647451629
12.5,180,-152,-5.32963945924285
12.5,180,-151,-5.60115470273443
12.5,180,-150,-5.86171796681648
12.5,180,-149,-6.10800538735353
12.5,180,-148,-6.33648580291784
12.5,180,-147,-6.54353042073217
12.5,180,-146,-6.72556010602103
12.5,180,-145,-6.87922428923568
12.5,180,-144,-7.00159786955903
12.5,180,-143,-7.09037526245797
12.5,180,-142,-7.14403625747364
12.5,180,-141,-7.1619588384183
12.5,180,-140,-7.14446056246143
12.5,180,-139,-7.09276147095283
12.5,180,-138,-7.0088748640657
12.5,180,-137,-6.89544384304543
12.5,180,-136,-6.75554827900569
12.5,180,-135,-6.59250766399093
12.5,180,-134,-6.40970103500243
12.5,180,-133,-6.21041801517575
12.5,180,-132,-5.99774736877283
12.5,180,-131,-5.77450307485478
12.5,180,-130,-5.54318361674404
12.5,180,-129,-5.30595799095773
12.5,180,-128,-5.06467142019547
12.5,180,-127,-4.82086431779282
12.5,180,-126,-4.5757991592048
12.5,180,-125,-4.33049117904899
12.5,180,-124,-4.08573999408586
12.5,180,-123,-3.84216024047583
12.5,180,-122,-3.60021007667769
12.5,180,-121,-3.36021695617664
12.5,180,-120,-3.12240045188789
12.5,180,-119,-2.88689215644494
12.5,180,-118,-2.65375282631492
12.5,180,-117,-2.42298701301525
12.5,180,-116,-2.19455545484059
12.5,180,-115,-1.96838550437891
12.5,180,-114,-1.74437985251449
12.5,180,-113,-1.52242378652599
12.5,180,-112,-1.30239119340045
12.5,180,-111,-1.08414949273237
12.5,180,-110,-0.867563658353834
12.5,180,-109,-0.652499465054336
12.5,180,-108,-0.438826076746466
12.5,180,-107,-0.226418075227124
12.5,180,-106,-0.015157014088283
12.5,180,-105,0.195067429930907
12.5,180,-104,0.404356646106146
12.5,180,-103,0.612802565906715
12.5,180,-102,0.82048737983623
12.5,180,-101,1.0274834545815
12.5,180,-100,1.23385341519999
